discente;faltas_unidade;id_turma;media_final;nota;numero_total_faltas;reposicao;unidade;reprovou;desempenho_exatas;historico_reprovacao;primeira_vez_pagando;n1_std_turma;prof_c1_tx_reprovacao;professor_tx_reprovao
cb7d21072487da8c4240eeb8f9e41f27;0.0;1242540;7.5;4.0;0.0;f;1.0;False;5.31615925058548;-1;0;1.1015543527124279;-0.2174774530560776;-1.0
d0b3b3602ef0776d3d4fd09106636055;0.0;1242540;5.0;3.0999999;0.0;f;1.0;False;5.31615925058548;-1;0;0.7107663794329838;-0.2174774530560776;-1.0
c46bc5599a3c8157b466b8d9c1ce9a9a;0.0;1242540;0.0;0.0;0.0;f;1.0;True;5.31615925058548;-1;0;-0.635280891103407;-0.2174774530560776;-1.0
1c68d7b59d3f50ed46ad675875237f23;0.0;1242540;6.6;3.5999999;0.0;f;1.0;False;5.31615925058548;-1;0;0.9278707849099631;-0.2174774530560776;-1.0
f2f64304aa148abea1c5efb2e08d22b6;0.0;1242541;0.0;0.0;0.0;f;1.0;True;5.31615925058548;-1;0;0.0;-0.2174774530560776;-1.0
7a6ad07e1eb699a648ee8709a0cd18a9;0.0;1242541;0.0;0.0;0.0;f;1.0;True;5.31615925058548;-1;0;0.0;-0.2174774530560776;-1.0
ce210bb803de638ab805a77bddc1a456;0.0;1242541;0.0;0.0;0.0;f;1.0;True;5.31615925058548;-1;0;0.0;-0.2174774530560776;-1.0
101442d93b2e6408d67adb591bc155dc;0.0;1242541;0.0;0.0;0.0;f;1.0;True;5.31615925058548;-1;0;0.0;-0.2174774530560776;-1.0
057a5dd3605649b349b9c170efce28d7;0.0;1242536;5.7;5.69999981;0.0;f;1.0;False;5.31615925058548;-1;0;0.6219723081365833;-0.2174774530560776;-1.0
79bb9e2fcaf954a86107f92dc19f43aa;0.0;1242536;6.1;4.19999981;0.0;f;1.0;False;5.31615925058548;-1;0;-0.011069666629311466;-0.2174774530560776;-1.0
8aa7aa6744721233239fdd6d60f7e50e;0.0;1242536;2.7;5.9000001;0.0;f;1.0;True;5.31615925058548;-1;0;0.7063780271601512;-0.2174774530560776;-1.0
8ef196676a430fd41f847495384496d8;0.0;1242536;3.3;5.30000019;0.0;f;1.0;True;5.31615925058548;-1;0;0.45316127523631206;-0.2174774530560776;-1.0
